BlockName,Category,CreatedOn,Crop,DistrictName,KCCCallID,KccAns,QueryText,QueryType,Season,Sector,StateName,day,month,year,QueryType_raw,mismatch_score,is_mismatch
ALATHUR,Condiments and Spices,2024-05-29 19:21:16.490,Pepper,PALAKKAD,1229170,The recommended radius is 30-40cm and 10-15cm deep. You should take at least 10cm radius,Asked about radius of fertilizer application in black pepper,Cultural Practices,,HORTICULTURE,KERALA,29,5,2024,Cultural Practices,0.5934838434065375,True
KASARGOD,Others,2024-05-09 10:34:17.663,Others,KASARGOD,1098708,"Weather forecast for Kasargod district, Parappa There is 90% chance for rainfall today and upcoming days. Today's maximum temperature is 36°C and minimum temperature is 25°C.Wind is expected to run at 11km/hr. Schedule agriculture operations as per the weather forecast.",Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,9,5,2024,Weather,0.9405152702075101,True
KASARGOD,Others,2024-05-11 10:39:46.227,Others,KASARGOD,1113414,Weather forecast for Parappa block. There is 80% chance for rainfall today and upcoming days. Today's maximum temperature is 34°C and minimum temperature is 24°C.Wind is expected to run at 10km/hr. Schedule agriculture operations as per the weather forecast.,Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,11,5,2024,Weather,0.9428858912450474,True
KASARGOD,Others,2024-05-13 06:05:16.200,Others,KASARGOD,1128611,Suggested Weather forecast district kasargod and Parappa Block - There is more than 50% chances for rainfall today and in the next three days. Today's expected maximum temperature is  30°C and minimum temperature of 25°C and wind speed is likely to run at  13 kilometres per hour. Schedule the agricultural operations as per the weather forecast,Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,13,5,2024,Weather,0.944147951415029,True
KANHANGAD,Others,2024-05-20 12:00:39.273,Others,KASARGOD,1177359,"Suggested weather forecast for district-Kasargod, block-Kanhgad. There is a high chance for  rainfall today and upcoming days. Today's expected maximum temperature is  27°C and minimum temperature of 24°C and the wind is likely to run at 11 kilometers per hour.",Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,20,5,2024,Weather,0.9693052070430023,True
KASARGOD,Vegetables,2024-05-20 13:12:28.487,Brinjal,KASARGOD,1177357,Kindly call 18001801551 if you have any queries related to agriculture.,Asked about rooting hormone usage in brinjal,Cultural Practices,,HORTICULTURE,KERALA,20,5,2024,Cultural Practices,1.0,True
NILESHWAR,Vegetables,2024-05-20 14:14:15.727,Ivy Gourd,KASARGOD,1177302,Spray Neem oil garlic emulsion or Azadirachtin @ 3ml/L water,Asked about management of leaf curling in Ivy gourd and curry leaf,Plant Protection,,HORTICULTURE,KERALA,20,5,2024,Plant Protection,1.0,True
NILESHWAR,Fruits,2024-05-22 18:12:57.687,Banana,KASARGOD,1190554,"suggested to apply 10:5:20 fertilizer 1kg per plant 2 month after planting. Along with apply organic manure 5kg per plant(mixture of cowdung,bonemeal,ash)",Asked about nutrient management of nendran banana.,Nutrient Management,,HORTICULTURE,KERALA,22,5,2024,Nutrient Management,1.0,True
NILESHWAR,Plantation Crops,2024-05-23 15:48:19.043,Coconut,KASARGOD,1196963,"Planting the seedlings during May, with the onset of pre-monsoon rains is ideal.",Asked about the season of planting coconut.,Field Preparation,,HORTICULTURE,KERALA,23,5,2024,Field Preparation,0.9413250052693304,True
NILESHWAR,Plantation Crops,2024-05-23 15:53:04.033,Coconut,KASARGOD,1196960,"The coconut seed germinates slowly, taking up to 4 months before the shoot appears.",Asked about the time period of  coconuts to germinate,Field Preparation,,HORTICULTURE,KERALA,23,5,2024,Field Preparation,1.0,True
KASARGOD,Others,2024-05-24 07:04:50.660,Others,KASARGOD,1203457,Suggested Weather forecast district kasargod and Parappa Block - There are high chances for rainfall today and in the next three days. Today's expected maximum temperature is  29°C and minimum temperature of 23°C and wind speed is likely to run at 8 kilometres per hour. Schedule the agricultural operations as per the weather forecast,Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,24,5,2024,Weather,0.9439452172089765,True
KASARGOD,Others,2024-05-24 22:02:25.373,Others,KASARGOD,1203458,Suggested Weather forecast district kasargod and Parappa Block - There is 100%chances for rainfall today and 70 % chance for upcoming days.Today's expected maximum temperature is  28°C and minimum temperature of 23°C and wind speed is likely to run at  3 kilometres per hour. Schedule the agricultural operations as per the weather forecast,Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,24,5,2024,Weather,0.9474907407267448,True
KASARGOD,Others,2024-05-27 06:32:21.217,Others,KASARGOD,1222108,THERE IS ONLY LOW CHANCE OF RAINFALL TODAY,Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,27,5,2024,Weather,1.0,True
KASARGOD,Others,2024-05-28 06:43:54.400,Others,KASARGOD,1226125,Suggested Weather forecast for district-Kasargod and block-Kasargod There is 100% chance for rainfall today and 70% chance for upcoming days.Today's expected maximum temperature is 29°C and minimum temperature 24°C and the wind is likely to run at  10kilometers per hour. Avoid irrigation as per the weather forecast.,Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,28,5,2024,Weather,0.9474703495528953,True
KASARGOD,Others,2024-05-30 07:00:44.107,Others,KASARGOD,1230128,Suggested Weather forecast district kasargod and Parappa Block - There is 80% chances for rainfall today and in the next three days . Today's expected maximum temperature is  30°C and minimum temperature of 22°C and wind speed is likely to run at  10 kilometres per hour. Schedule the agricultural operations as per the weather forecast,Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,30,5,2024,Weather,0.9465443263155017,True
PARAKODE,Others,2024-05-13 17:02:51.660,Others,PATHANAMTHITTA,1128630,"suggested to plant yams at march-april and plant sweet potato at june-july or sept-oct as rainfed crop
and at january-february as irrigated crop.",Asked about planting time of sweet potato and yams,Sowing Time and Weather,,AGRICULTURE,KERALA,13,5,2024,Sowing Time and Weather,0.66802380998365,True
RANNI,Condiments and Spices,2024-05-27 17:31:27.643,Pepper,PATHANAMTHITTA,1222101,"The first split has to be applied in May-June. The urea, rock phosphate, Muriate of Potash needed at this time is 50 gram, 140 gram, 125 gram respectively per plant.
The second dose has to apply in September-October and the dosage is 50 gram urea, 140gram rock phosphate, 125 gram Muriate of Potash respectively for a plant.
Lime or dolomite has to be applied in acid soils two weeks ahead of fertilizer application. Organic manure @ 10 kg/plant is recommended in every year.",Asked about the nutrient management of pepper.,Nutrient Management,,HORTICULTURE,KERALA,27,5,2024,Nutrient Management,1.0,True
DEVIKULAM,Condiments and Spices,2024-05-08 20:11:48.640,Cardamom,IDUKKI,1090338,"Suggested to apply lime 15 days before fertilizer application.The first split of fertilizer has to be applied in May-June. The urea, rock phosphate, Muriate of Potash needed at this time is 325 gram, 830 gram, 500 gram respectively for a cent.The second dose has to apply in September-October and the dosage is 325 gram urea, 830 gram rock phosphate, 500gram Muriate of Potash respectively.",Asked about fertilizer management in cardamom,Nutrient Management,,HORTICULTURE,KERALA,8,5,2024,Nutrient Management,0.9698448581365854,True
DEVIKULAM,Condiments and Spices,2024-05-08 20:16:25.497,Cardamom,IDUKKI,1090339,"The first split has to be applied in May-June. The urea, rock phosphate, Muriate of Potash needed at this time is 325 gram, 832 gram, 501 gram respectively for a cent.
The second dose has to apply in September-October and the dosage is 326 gram urea, 833 gram rock phosphate, 501 gram Muriate of Potash respectively.
Lime or dolomite has to be applied in acid soils two weeks ahead of fertilizer application. Organic manure @ 50 kg/cent is recommended in every year.",Asked about the nutrient management of cardamom.,Nutrient Management,,HORTICULTURE,KERALA,8,5,2024,Nutrient Management,1.0,True
KATTAPPANA,Animal,2024-05-11 15:31:33.823,Dog,IDUKKI,1113468,"Livestock Inspector / AFO, Kattappana- 9188510036, 9188510037",Asked about animal husbandry contact number in kattappana,Disease Reporting,,ANIMAL HUSBANDRY,KERALA,11,5,2024,Disease Reporting,1.0,True
KATTAPPANA,Animal,2024-05-11 15:42:08.070,Dog,IDUKKI,1113469,"Suggested to contact District Veterinary Hospital, Ph: 04862222894",Asked about contact number of Animal Husbandry Hospital,Disease Reporting,,ANIMAL HUSBANDRY,KERALA,11,5,2024,Disease Reporting,0.735550378441458,True
ELEMDESAM,Others,2024-05-17 08:51:50.983,Others,IDUKKI,1158015,"Dolomite contain both calicium carbonate and megnesium carbonate
Lime contain calcium carbonate.",Asked about the content in dolomite and Lime.,Field Preparation,,AGRICULTURE,KERALA,17,5,2024,Field Preparation,0.8661824966903837,True
ELEMDESAM,Plantation Crops,2024-05-21 11:28:35.230,Coconut,IDUKKI,1183950,"Suggested to apply 180g urea,750g factomphos, 1kg potash per coconut tree",Asked about nutrient management in coconut,Nutrient Management,,HORTICULTURE,KERALA,21,5,2024,Nutrient Management,0.9499676825380218,True
ELEMDESAM,Plantation Crops,2024-05-21 11:31:08.117,Cocoa,IDUKKI,1183951,Suggested to apply 180g urea and 500g factomphos and 250g potash per  cocoa tree,Asked about nutrient management in cocoa,Nutrient Management,,HORTICULTURE,KERALA,21,5,2024,Nutrient Management,0.8567614236371214,True
THODUPUZHA,Others,2024-05-23 10:34:34.797,Others,IDUKKI,1196923,"Krishi Vigyan Kendra Kannur :0460-2226087,8547675124
ICAR - Krishi Vigyan Kendra,Idukki District:Phone: +91 4868-299871,Mob: +91 8157895397
KAU Sales Counter, Mannuthy,Thrissur,Phone: 0487 237 0540
Customer Care Centre cum Sales counter, Agricultural Research Station, Mannuthy :0487-2370726,9446370726",Asked about availability of kadavar biofertilizer,Bio-Pesticides and Bio-Fertilizers,,AGRICULTURE,KERALA,23,5,2024,Bio-Pesticides and Bio-Fertilizers,1.0,True
DEVIKULAM,Condiments and Spices,2024-05-26 07:47:23.477,Cardamom,IDUKKI,1216100,suggested to spray borax 1g per liter of water.,Asked about nutrient management for fruit dropping in cardamom,Nutrient Management,,HORTICULTURE,KERALA,26,5,2024,Nutrient Management,1.0,True
ELEMDESAM,Others,2024-05-30 17:39:47.890,Others,IDUKKI,1235118,"Contact
District Soil Testing Laboratory, Idukki, Ph: 9383470830
Mobile Soil Testing Laboratory, Kottayam, Ph: 9383470716",Asked about soil testing laboratories,Soil Testing,,AGRICULTURE,KERALA,30,5,2024,Soil Testing,0.5419594855376866,True
MULANTHURUTHY,Others,2024-05-02 16:22:47.920,Others,ERNAKULAM,1051272,Suggested to apply Ash and also Spray Potassium nitrate 2g/L,Asked about the fruit inducing techniques for Ivy Gourd,Nutrient Management,,AGRICULTURE,KERALA,2,5,2024,Nutrient Management,1.0,True
KOOVAPPADY,Condiments and Spices,2024-05-02 20:04:49.197,Nutmeg,ERNAKULAM,1052748,"Suggested to apply lime @ 1 Kg for a cent at two weeks ahead of fertilizer application. Apply 220g Urea, 500g Rajphos and 420g Potash during April-June. Apply 210g Urea, 500g Rajphos and 410g Potash during September-October. Apply organic manure @ 50Kg per plant per year.",Asked about nutrient management in nutmeg,Nutrient Management,,HORTICULTURE,KERALA,2,5,2024,Nutrient Management,1.0,True
ANGAMALI,Others,2024-05-02 21:03:28.517,Others,ERNAKULAM,1052652,"Suggested Weather forecast Angamaly, Kerala. There is no chances for rainfall today and in the next three days but partly cloudy weather will remain for today and tomorrow. Today's expected maximum temperature is  36°C and minimum temperature of 28°C and wind speed is likely to run at  11 kilometres per hour.",Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,2,5,2024,Weather,0.9451611111221252,True
ANGAMALI,Plantation Crops,2024-05-04 20:42:03.430,Cocoa,ERNAKULAM,1066356,Pits of 50 cm x 50 cm x 50 cm are taken one month in advance. The pits are then refilled with topsoil and 15-20 kg of compost or FYM to ground level.,Asked about the pit size of Cocoa.,Field Preparation,,HORTICULTURE,KERALA,4,5,2024,Field Preparation,1.0,True
ANGAMALI,Plantation Crops,2024-05-04 20:53:52.093,Cocoa,ERNAKULAM,1066353,"Suggested to contact Cocoa Research Centre,Vellanikkara,Thrissur ,PH NO: +91-487217670
District Agrl Farm, Neriyamangalam,Phone no: +91485 2554416
Coconut Nursery, Vyttila,Phone no: +91484 – 2700779",Asked about availability of cocoa seedling,Field Preparation,,HORTICULTURE,KERALA,4,5,2024,Field Preparation,0.9088868623726923,True
KOTHAMANGALAM,Millets,2024-05-06 10:48:09.353,Little Millet (Samai/Kutki/kodo-kutki),ERNAKULAM,1073930,Suggested to call again for more information about chama post harvest preservation,Asked about post harvest preservation in little millet or chama,Post Harvest Preservation,,AGRICULTURE,KERALA,6,5,2024,Post Harvest Preservation,0.3793267409422971,False
ANGAMALI,Others,2024-05-06 21:10:57.083,Others,ERNAKULAM,1079502,Suggested that there is no chance for rainfall today and tomorrow in Kalady,Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,6,5,2024,Weather,1.0,True
ANGAMALI,Fruits,2024-05-11 07:47:10.010,Mango,ERNAKULAM,1113424,suggested to place celphos tablet one per hole and cover with clay to control stem borer.,Asked about management of stem borer in mango,Plant Protection,,HORTICULTURE,KERALA,11,5,2024,Plant Protection,0.5861074544224467,True
VYTTILA,Fruits,2024-05-11 16:57:08.973,Jack Fruit,ERNAKULAM,1113522,"Suggested to remove and burn affected plant portion. Spray Copper oxychloride at 2g per litre water.,",Asked about management of leaf drying in jack fruit,Plant Protection,,HORTICULTURE,KERALA,11,5,2024,Plant Protection,1.0,True
PARAKKADAV,Others,2024-05-15 11:16:44.697,Others,ERNAKULAM,1144107,Recommended to spray neem oil garlic emulsion (20ml neem oil+20g garlic+5g barsoap+1 litre water) or Azadirachtin @ 5ml per litre water.,Asked about management of flower dropping in Gardenia,Plant Protection,,AGRICULTURE,KERALA,15,5,2024,Plant Protection,1.0,True
KOOVAPPADY,Others,2024-05-15 11:33:04.147,Others,ERNAKULAM,1144101,SMAM District wise office: Ernakulam- 9383470962,Asked about contact details of SMAM scheme,Agriculture Mechanization,,AGRICULTURE,KERALA,15,5,2024,Agriculture Mechanization,0.752480398442853,True
KOOVAPPADY,Vegetables,2024-05-16 10:04:50.563,Chillies,ERNAKULAM,1151148,Suggested to spray  Carbendazim 50 WP or spray Copper oxychloride 50 WP (2 gram/liter of water),Asked about management of wilt disease in chilly,Plant Protection,,HORTICULTURE,KERALA,16,5,2024,Plant Protection,1.0,True
VADAVUCODE,Others,2024-05-16 12:11:23.840,Others,ERNAKULAM,1151104,"District Agrl Farm, Neriyamangalam,Phone no: +91485 2554416
State Seed Farm, Aluva,Phone no: +91-9447465365
State Seed Farm, Okkal,Phone no: +91-9447388326",Asked about contact no of nurseries selling arecanut seedling and moringa seedling,Seeds,,AGRICULTURE,KERALA,16,5,2024,Seeds,1.0,True
ANGAMALI,Others,2024-05-18 13:26:39.717,Others,ERNAKULAM,1163514,"Weather forecast for district, Angamaly, Kerala. There is a chance for rainfall today and upcoming days. Today's maximum temperature is 32°C and minimum temperature is 24°C.Wind is expected to run at 13km/hr. Schedule agriculture operations as per the weather forecast.",Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,18,5,2024,Weather,0.9428935461556833,True
ANGAMALI,Others,2024-05-20 12:59:26.777,Others,ERNAKULAM,1177287,there is 100% chance of rainfall today,Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,20,5,2024,Weather,1.0,True
KOOVAPPADY,Condiments and Spices,2024-05-20 14:59:28.843,Ginger,ERNAKULAM,1177298,Treat the planting materials with Chlorpyriphos @ 1ml/L and Carbendazim @ 2g/L,Asked about ginger seed treatment,Cultural Practices,,HORTICULTURE,KERALA,20,5,2024,Cultural Practices,1.0,True
KOTHAMANGALAM,Others,2024-05-22 12:20:57.883,Others,ERNAKULAM,1190571,Suggested to apply sulfur dust for managing  sulfur deficiency,Asked about sulfur deficiency management in soil,Nutrient Management,,AGRICULTURE,KERALA,22,5,2024,Nutrient Management,0.24671450169102394,False
