case_id,variant,crop,state,season
"THRISSUR_Bovine(Cow,Buffalo)","Animal Production (Piggery, Goatery, Sheep Farming etc.) -> Cattle shed Planning and Management","Bovine(Cow,Buffalo)",KERALA,
THRISSUR_Brackish,"Tank, Pond and Reservoir Management",Brackish,KERALA,
THRISSUR_Brinjal,Field Preparation -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Field Preparation -> Nutrient Management -> Plant Protection,Brinjal,KERALA,
THRISSUR_Broad Bean,Organic Farming,Broad Bean,KERALA,
THRISSUR_Cat,Disease Management,Cat,KERALA,
THRISSUR_Cauliflower,Cultural Practices -> Nutrient Management,Cauliflower,KERALA,
THRISSUR_Chillies,Plant Protection -> Cultural Practices -> Plant Protection -> Plant Protection -> Field Preparation -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Field Preparation -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection,Chillies,KERALA,
THRISSUR_Citrus,Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection,Citrus,KERALA,
THRISSUR_Clove,Cultural Practices,Clove,KERALA,
THRISSUR_Cluster Bean,Cultural Practices -> Plant Protection -> Field Preparation -> Cultural Practices -> Nutrient Management -> Nutrient Management -> Nutrient Management,Cluster Bean,KERALA,
THRISSUR_Cocoa,Nutrient Management,Cocoa,KERALA,
THRISSUR_Coconut,"Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Water Management, Micro Irrigation -> Plant Protection -> Nutrient Management -> Nutrient Management -> Cultural Practices -> Nutrient Management -> Nutrient Management -> Field Preparation -> Plant Protection -> Nutrient Management -> Water Management, Micro Irrigation -> Plant Protection -> Cultural Practices -> Nutrient Management -> Cultural Practices -> Nutrient Management -> Nutrient Management -> Agriculture Mechanization -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Agriculture Mechanization -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Field Preparation -> Nutrient Management -> Plant Protection -> Seeds and Planting Material -> Plant Protection -> Nutrient Management -> Seeds and Planting Material -> Nutrient Management -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Cultural Practices -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection",Coconut,KERALA,
THRISSUR_Coffee,Cultural Practices,Coffee,KERALA,
"THRISSUR_Colocasia (Arvi, Arbi)",Plant Protection -> Cultural Practices -> Cultural Practices,"Colocasia (Arvi, Arbi)",KERALA,
THRISSUR_Cowpea (Vegetable),Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Field Preparation -> Plant Protection -> Cultural Practices,Cowpea (Vegetable),KERALA,
THRISSUR_Cucumber,Nutrient Management -> Cultural Practices -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Seeds and Planting Material,Cucumber,KERALA,
THRISSUR_Curry Leaf,Plant Protection -> Plant Protection -> Plant Protection,Curry Leaf,KERALA,
THRISSUR_Cymbidium,Plant Protection,Cymbidium,KERALA,
THRISSUR_DatePalm,Cultural Practices,DatePalm,KERALA,
THRISSUR_Dog,"Animal Production (Piggery, Goatery, Sheep Farming etc.)",Dog,KERALA,
THRISSUR_Drum Stick,Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management,Drum Stick,KERALA,
THRISSUR_Fresh Water,"Tank, Pond and Reservoir Management -> Fish Fingerling Production",Fresh Water,KERALA,
THRISSUR_Ginger,"Plant Protection -> Nutrient Management -> Seeds and Planting Material -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Water Management, Micro Irrigation",Ginger,KERALA,
THRISSUR_Goat,Disease Management -> Dairy Production,Goat,KERALA,
THRISSUR_Grape,Nutrient Management,Grape,KERALA,
THRISSUR_Guava,Plant Protection,Guava,KERALA,
THRISSUR_Hibiscus (Gurhal),Plant Protection -> Plant Protection,Hibiscus (Gurhal),KERALA,
THRISSUR_Honey plant,Seeds and Planting Material,Honey plant,KERALA,
THRISSUR_Ivy Gourd,Seeds and Planting Material -> Nutrient Management -> Plant Protection -> Nutrient Management -> Cultural Practices,Ivy Gourd,KERALA,
THRISSUR_Jack Fruit,Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection,Jack Fruit,KERALA,
THRISSUR_Jasmine,"Market Information -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Cultural Practices -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Organic Farming -> Nutrient Management -> Post Harvest Management (Cleaning, Grading, Packaging, Food Processing, Cool Chain etc.) -> Post Harvest Management (Cleaning, Grading, Packaging, Food Processing, Cool Chain etc.) -> Water Management, Micro Irrigation -> Cultural Practices -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Cultural Practices -> Plant Protection -> Plant Protection -> Agriculture Mechanization -> Plant Protection -> Water Management, Micro Irrigation -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Cultural Practices -> Organic Farming -> Nutrient Management -> Cultural Practices -> Plant Protection -> Plant Protection -> Organic Farming -> Organic Farming -> Seeds and Planting Material -> Cultural Practices",Jasmine,KERALA,
THRISSUR_Kokum,Nutrient Management -> Nutrient Management,Kokum,KERALA,
THRISSUR_Lemon,Plant Protection -> Nutrient Management -> Nutrient Management,Lemon,KERALA,
THRISSUR_Lilliums,Nutrient Management,Lilliums,KERALA,
THRISSUR_Litchi,Nutrient Management -> Plant Protection -> Plant Protection,Litchi,KERALA,
THRISSUR_Mango,Nutrient Management -> Cultural Practices -> Vegetative Propagation and Tissue Culture -> Nutrient Management -> Plant Protection -> Cultural Practices -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Field Preparation -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Field Preparation -> Nutrient Management -> Plant Protection -> Plant Protection -> Nutrient Management,Mango,KERALA,
THRISSUR_Marigold,Cultural Practices -> Plant Protection,Marigold,KERALA,
THRISSUR_Methi (Fenugreek),Plant Protection,Methi (Fenugreek),KERALA,
THRISSUR_Neem,Plant Protection,Neem,KERALA,
THRISSUR_Nutmeg,"Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Water Management, Micro Irrigation -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Organic Farming -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management -> Post Harvest Management (Cleaning, Grading, Packaging, Food Processing, Cool Chain etc.) -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Field Preparation -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management",Nutmeg,KERALA,
THRISSUR_POULTRY  FARM,"Animal Production (Piggery, Goatery, Sheep Farming etc.) -> Animal Breeding",POULTRY  FARM,KERALA,
THRISSUR_Paddy (Dhan),Weed Management -> Nutrient Management -> Weed Management -> Nutrient Management -> Plant Protection -> Seeds -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Field Preparation -> Soil Testing -> Weed Management -> Seeds -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Weed Management -> Nutrient Management -> Weed Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Weed Management -> Weed Management -> Plant Protection,Paddy (Dhan),KERALA,
THRISSUR_Papaya,Nutrient Management -> Cultural Practices -> Nutrient Management -> Plant Protection -> Seeds and Planting Material,Papaya,KERALA,
THRISSUR_Pear,Field Preparation -> Organic Farming,Pear,KERALA,
THRISSUR_Pepper,Plant Protection -> Seeds and Planting Material -> Nutrient Management -> Vegetative Propagation and Tissue Culture -> Cultural Practices -> Field Preparation -> Field Preparation -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Seeds and Planting Material -> Nutrient Management -> Plant Protection -> Plant Protection,Pepper,KERALA,
THRISSUR_Pineapple,Field Preparation,Pineapple,KERALA,
THRISSUR_Potato,Plant Protection -> Cultural Practices,Potato,KERALA,
THRISSUR_Pumpkin,Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management,Pumpkin,KERALA,
THRISSUR_Strawberry,Field Preparation,Strawberry,KERALA,
THRISSUR_Tapioca (Cassava),Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection,Tapioca (Cassava),KERALA,
THRISSUR_Tea,Plant Protection,Tea,KERALA,
THRISSUR_Tomato,Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection,Tomato,KERALA,
THRISSUR_Tulsi,Plant Protection,Tulsi,KERALA,
THRISSUR_Turkey,Disease Management,Turkey,KERALA,
THRISSUR_Turmeric,"Plant Protection -> Plant Protection -> Post Harvest Management (Cleaning, Grading, Packaging, Food Processing, Cool Chain etc.)",Turmeric,KERALA,
THRISSUR_Watermelon,Cultural Practices -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management,Watermelon,KERALA,
TRIVANDRUM_Acid Lime,Plant Protection,Acid Lime,KERALA,
TRIVANDRUM_Amaranthus/Grain Amaranthus,Plant Protection -> Cultural Practices -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Seeds and Planting Material -> Weather -> Plant Protection -> Field Preparation -> Field Preparation -> Seeds and Planting Material -> Cultural Practices,Amaranthus/Grain Amaranthus,KERALA,
TRIVANDRUM_Aonla,Plant Protection,Aonla,KERALA,
TRIVANDRUM_Apricot,Field Preparation,Apricot,KERALA,
TRIVANDRUM_Arecanut,Vegetative Propagation and Tissue Culture -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Seeds and Planting Material -> Seeds and Planting Material,Arecanut,KERALA,
TRIVANDRUM_Bail,Plant Protection,Bail,KERALA,
TRIVANDRUM_Banana,"Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Water Management, Micro Irrigation -> Plant Protection -> Plant Protection -> Post Harvest Management (Cleaning, Grading, Packaging, Food Processing, Cool Chain etc.) -> Plant Protection -> Plant Protection -> Water Management, Micro Irrigation -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Weather -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Seeds and Planting Material -> Nutrient Management -> Seeds and Planting Material -> Vegetative Propagation and Tissue Culture -> Field Preparation -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Market Information -> Plant Protection -> Cultural Practices -> Cultural Practices -> Nutrient Management -> Nutrient Management -> Seeds and Planting Material -> Cultural Practices -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Cultural Practices -> Cultural Practices -> Plant Protection -> Vegetative Propagation and Tissue Culture -> Plant Protection -> Organic Farming",Banana,KERALA,
TRIVANDRUM_Beekeeping,Nutrient Management,Beekeeping,KERALA,
TRIVANDRUM_Bhindi(Okra/Ladysfinger),Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Cultural Practices -> Plant Protection -> Plant Protection,Bhindi(Okra/Ladysfinger),KERALA,
TRIVANDRUM_Bitter Gourd,Plant Protection -> Plant Protection -> Plant Protection -> Cultural Practices,Bitter Gourd,KERALA,
TRIVANDRUM_Bottle Gourd,Weather,Bottle Gourd,KERALA,
"TRIVANDRUM_Bovine(Cow,Buffalo)",Cattle shed Planning and Management,"Bovine(Cow,Buffalo)",KERALA,
TRIVANDRUM_Brinjal,Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Cultural Practices -> Cultural Practices -> Nutrient Management -> Plant Protection -> Plant Protection -> Nutrient Management -> Seeds and Planting Material -> Plant Protection -> Plant Protection,Brinjal,KERALA,
TRIVANDRUM_Broad Bean,Nutrient Management,Broad Bean,KERALA,
TRIVANDRUM_Chillies,Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Organic Farming -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management,Chillies,KERALA,
TRIVANDRUM_Chrysanthemum,Plant Protection,Chrysanthemum,KERALA,
TRIVANDRUM_Citrus,Plant Protection,Citrus,KERALA,
TRIVANDRUM_Clove,Nutrient Management,Clove,KERALA,
TRIVANDRUM_Cocoa,Cultural Practices -> Seeds and Planting Material,Cocoa,KERALA,
TRIVANDRUM_Coconut,"Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Seeds and Planting Material -> Field Preparation -> Seeds and Planting Material -> Plant Protection -> Field Preparation -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Water Management, Micro Irrigation -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management",Coconut,KERALA,
"TRIVANDRUM_Colocasia (Arvi, Arbi)",Nutrient Management -> Nutrient Management,"Colocasia (Arvi, Arbi)",KERALA,
TRIVANDRUM_Cowpea (Vegetable),Plant Protection -> Cultural Practices -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Organic Farming -> Plant Protection -> Cultural Practices -> Seeds and Planting Material -> Field Preparation -> Nutrient Management -> Nutrient Management -> Seeds and Planting Material -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Field Preparation -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection,Cowpea (Vegetable),KERALA,
TRIVANDRUM_Cucumber,Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Seeds and Planting Material,Cucumber,KERALA,
TRIVANDRUM_Curry Leaf,Plant Protection,Curry Leaf,KERALA,
TRIVANDRUM_Custard Apple,Nutrient Management -> Plant Protection -> Nutrient Management,Custard Apple,KERALA,
TRIVANDRUM_Dog,Disease Management,Dog,KERALA,
TRIVANDRUM_Drum Stick,Plant Protection,Drum Stick,KERALA,
TRIVANDRUM_Fig,Nutrient Management,Fig,KERALA,
TRIVANDRUM_Fresh Water,"Fish Fingerling Production -> Tank, Pond and Reservoir Management",Fresh Water,KERALA,
TRIVANDRUM_Ginger,Cultural Practices -> Field Preparation -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection,Ginger,KERALA,
TRIVANDRUM_Grape,Seeds and Planting Material -> Seeds and Planting Material -> Nutrient Management,Grape,KERALA,
TRIVANDRUM_Guava,Plant Protection -> Plant Protection -> Plant Protection,Guava,KERALA,
TRIVANDRUM_Hazlenut,Plant Protection -> Nutrient Management,Hazlenut,KERALA,
TRIVANDRUM_Jack Fruit,Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection,Jack Fruit,KERALA,
TRIVANDRUM_Jasmine,Nutrient Management -> Nutrient Management,Jasmine,KERALA,
TRIVANDRUM_Lemon,Plant Protection,Lemon,KERALA,
TRIVANDRUM_Litchi,Field Preparation,Litchi,KERALA,
TRIVANDRUM_Mango,Nutrient Management -> Plant Protection -> Plant Protection -> Cultural Practices -> Cultural Practices -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Nutrient Management -> Seeds and Planting Material -> Nutrient Management -> Cultural Practices -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management,Mango,KERALA,
TRIVANDRUM_Marigold,Plant Protection,Marigold,KERALA,
TRIVANDRUM_Mint,Plant Protection,Mint,KERALA,
TRIVANDRUM_Nutmeg,Nutrient Management -> Nutrient Management,Nutmeg,KERALA,
TRIVANDRUM_Other,Weather,Other,KERALA,
TRIVANDRUM_Paddy (Dhan),Varieties -> Varieties -> Nutrient Management -> Nutrient Management -> Nutrient Management,Paddy (Dhan),KERALA,
TRIVANDRUM_Papaya,Plant Protection -> Organic Farming -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection,Papaya,KERALA,
TRIVANDRUM_Passion Fruit,Plant Protection,Passion Fruit,KERALA,
TRIVANDRUM_Pear,Cultural Practices,Pear,KERALA,
TRIVANDRUM_Pepper,Market Information -> Vegetative Propagation and Tissue Culture -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Seeds and Planting Material,Pepper,KERALA,
TRIVANDRUM_Pineapple,Seeds and Planting Material -> Market Information,Pineapple,KERALA,
TRIVANDRUM_Rose,Nutrient Management -> Plant Protection -> Nutrient Management,Rose,KERALA,
TRIVANDRUM_Rubber,Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Cultural Practices -> Nutrient Management -> Plant Protection -> Cultural Practices -> Cultural Practices -> Nutrient Management -> Nutrient Management -> Plant Protection -> Cultural Practices -> Nutrient Management -> Nutrient Management,Rubber,KERALA,
TRIVANDRUM_Sapota,Nutrient Management,Sapota,KERALA,
TRIVANDRUM_Sesame (Gingelly/Til)/Sesamum,Market Information -> Seeds -> Seeds,Sesame (Gingelly/Til)/Sesamum,KERALA,
TRIVANDRUM_Snake Gourd,Plant Protection -> Plant Protection,Snake Gourd,KERALA,
TRIVANDRUM_Sweet Potato,Nutrient Management -> Nutrient Management,Sweet Potato,KERALA,
TRIVANDRUM_Tapioca (Cassava),Plant Protection -> Plant Protection -> Cultural Practices -> Plant Protection -> Plant Protection -> Cultural Practices -> Sowing Time and Weather -> Plant Protection -> Plant Protection,Tapioca (Cassava),KERALA,
TRIVANDRUM_Teak,Seeds and Planting Material -> Seeds and Planting Material,Teak,KERALA,
TRIVANDRUM_Tomato,Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Nutrient Management,Tomato,KERALA,
TRIVANDRUM_Turmeric,Seeds and Planting Material -> Seeds and Planting Material,Turmeric,KERALA,
TRIVANDRUM_Watermelon,Nutrient Management -> Nutrient Management,Watermelon,KERALA,
WAYANAD_Arecanut,Nutrient Management -> Plant Protection,Arecanut,KERALA,
WAYANAD_Avacado,Cultural Practices,Avacado,KERALA,
WAYANAD_Banana,Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Cultural Practices -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management,Banana,KERALA,
WAYANAD_Bitter Gourd,Seeds and Planting Material -> Field Preparation,Bitter Gourd,KERALA,
"WAYANAD_Bovine(Cow,Buffalo)",Disease Management,"Bovine(Cow,Buffalo)",KERALA,
WAYANAD_Cardamom,Plant Protection,Cardamom,KERALA,
WAYANAD_Chillies,Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection,Chillies,KERALA,
WAYANAD_Cinnamon,Nutrient Management,Cinnamon,KERALA,
WAYANAD_Cocoa,Plant Protection,Cocoa,KERALA,
WAYANAD_Coconut,Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Seeds and Planting Material,Coconut,KERALA,
WAYANAD_Coffee,"Seeds and Planting Material -> Cultural Practices -> Plant Protection -> Seeds and Planting Material -> Vegetative Propagation and Tissue Culture -> Nutrient Management -> Water Management, Micro Irrigation -> Nutrient Management -> Plant Protection -> Nutrient Management -> Soil Testing -> Seeds and Planting Material -> Vegetative Propagation and Tissue Culture -> Cultural Practices -> Plant Protection -> Plant Protection",Coffee,KERALA,
WAYANAD_Cowpea (Vegetable),Plant Protection,Cowpea (Vegetable),KERALA,
WAYANAD_Garlic,Seeds and Planting Material -> Seeds and Planting Material,Garlic,KERALA,
WAYANAD_Ginger,Field Preparation -> Field Preparation -> Nutrient Management -> Nutrient Management -> Plant Protection -> Cultural Practices -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management,Ginger,KERALA,
WAYANAD_Mango,Plant Protection -> Nutrient Management,Mango,KERALA,
WAYANAD_Nutmeg,Seeds and Planting Material,Nutmeg,KERALA,
WAYANAD_Onion,Seeds and Planting Material,Onion,KERALA,
WAYANAD_POULTRY  FARM,Animal Breeding -> Animal Nutrition,POULTRY  FARM,KERALA,
WAYANAD_Paddy (Dhan),Field Preparation -> Plant Protection,Paddy (Dhan),KERALA,
WAYANAD_Papaya,Plant Protection,Papaya,KERALA,
WAYANAD_Passion Fruit,Plant Protection -> Plant Protection,Passion Fruit,KERALA,
WAYANAD_Pepper,Agriculture Mechanization -> Vegetative Propagation and Tissue Culture -> Plant Protection -> Seeds and Planting Material -> Organic Farming -> Plant Protection -> Organic Farming -> Nutrient Management,Pepper,KERALA,
WAYANAD_Potato,Cultural Practices,Potato,KERALA,
WAYANAD_Sweet Potato,Cultural Practices,Sweet Potato,KERALA,
WAYANAD_Tomato,Plant Protection,Tomato,KERALA,
