BlockName,Category,CreatedOn,Crop,DistrictName,KCCCallID,KccAns,QueryText,QueryType,Season,Sector,StateName,day,month,year
0   ,Others,2024-05-16T16:50:09.033,Others,ALAPPUZHA,1151140,"--Thankyou for your response
","AIF survey
",Government Schemes,NA,AGRICULTURE,KERALA,16,5,2024
AMBALAPPUZHA,Vegetables,2024-05-17T11:15:35.323,Curry Leaf,ALAPPUZHA,1158066,Suggested to spray turmeric + garlic in 1 liters of water,Asked about management of leaf eating caterpillar in curry leaf,	Plant Protection	,NA,HORTICULTURE,KERALA,17,5,2024
AMBALAPPUZHA,Vegetables,2024-05-17T11:18:11.193,Chillies,ALAPPUZHA,1158067,"Suggested to spray Fish Jaggery mixture 5-10 ml/liter of water.
preparation of Fish Jaggery mixture - Take 1 kg sardine and slice it into small pieces. Take 1 kg Jaggery and also slice it into small pieces. Add both into an air tight plastic jar of sufficient size in layers. While adding, take care to have a jaggery layer at the top. Do not add water. Keep it airtight and away from direct sun light for about 30-40 days.","Asked about less flowering in chillies, preparation of Fish Jaggery mixture",Organic Farming,NA,HORTICULTURE,KERALA,17,5,2024
AMBALAPPUZHA,Fruits,2024-05-17T11:19:13.013,Banana,ALAPPUZHA,1158069,"Suggested to apply neem cake , ground nut cake, ash in banana basin",Asked about nutrient management in banana,Nutrient Management,NA,HORTICULTURE,KERALA,17,5,2024
0   ,Others,2024-05-17T11:45:26.84,Others,ALAPPUZHA,1158073,Thankyou for your response,"AIF survey
",Government Schemes,NA,AGRICULTURE,KERALA,17,5,2024
0   ,Others,2024-05-19T17:15:07.06,Others,ALAPPUZHA,1170965,Kindly call 18001801551 if have any queries related to agriculture.,Blank call,Training and Exposure Visits,NA,AGRICULTURE,KERALA,19,5,2024
0   ,Others,2024-05-21T12:37:19.853,Others,ALAPPUZHA,1183882,Kindly call 18001801551 if have any queries related to agriculture.,Blank call,Training and Exposure Visits,NA,AGRICULTURE,KERALA,21,5,2024
0   ,Others,2024-05-23T12:32:27.353,Others,ALAPPUZHA,1197018,"Thankyou for your response
Kindly call 18001801551 if you have any queries related to agriculture.",AIF survey,Government Schemes,NA,AGRICULTURE,KERALA,23,5,2024
AMBALAPPUZHA,Others,2024-05-23T14:55:19.69,Others,ALAPPUZHA,1197031,REGISTRATION NUMBER - KL212580373,"Asked query related to PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,23,5,2024
0   ,Others,2024-05-23T16:41:40.513,Others,ALAPPUZHA,1196987,Kindly call 18001801551 if have any queries related to agriculture.,Incomplete call,Training and Exposure Visits,NA,AGRICULTURE,KERALA,23,5,2024
AMBALAPPUZHA,Others,2024-05-24T10:40:36.367,Others,ALAPPUZHA,1203466,Kindly call 18001801551 if have any queries related to agriculture.,Incomplete call,Training and Exposure Visits,NA,AGRICULTURE,KERALA,24,5,2024
0   ,Others,2024-05-26T16:18:03.007,Others,ALAPPUZHA,1216132,"Thankyou for your response
","AIF survey
",Government Schemes,NA,AGRICULTURE,KERALA,26,5,2024
0   ,Others,2024-05-26T16:34:58.323,Others,ALAPPUZHA,1216139,"Thankyou for your response
","AIF survey
",Government Schemes,NA,AGRICULTURE,KERALA,26,5,2024
AMBALAPPUZHA,Flowers,2024-05-26T19:06:33.93,Rose,ALAPPUZHA,1216116,Suggested to avoid hydrogen peroxide drenching at rootzone since the soil is already wet,Asked about application of Hydrogen peroxide for increasing oxygen supply in rootzone,Nutrient Management,NA,HORTICULTURE,KERALA,26,5,2024
MUTHUKULAM,Others,2024-05-27T16:22:39.03,Others,ALAPPUZHA,1222116,Suggested to contact krishibhavan and notify them to verify the land,Asked about PMKISAN,Government Schemes,NA,AGRICULTURE,KERALA,27,5,2024
KANJIKKUZHY,Fruits,2024-05-30T11:53:39.163,Banana,ALAPPUZHA,1232405,Suggested to apply 50g borax and spray KNO3 3g per liters of water,Asked about nutrient management in banana,Nutrient Management,NA,HORTICULTURE,KERALA,30,5,2024
0   ,Others,2024-05-31T11:39:45.333,Others,ALAPPUZHA,1240268,Kindly call 18001801551 if have any queries related to agriculture.,Blank call,Training and Exposure Visits,NA,AGRICULTURE,KERALA,31,5,2024
0   ,Others,2024-05-03T11:44:22.96,Others,KOLLAM,1055098,Kindly call 18001801551 if have any queries related to agriculture.,Blank call,Government Schemes,NA,AGRICULTURE,KERALA,3,5,2024
0   ,Others,2024-05-03T16:07:23.457,Others,KOLLAM,1055153,--Kindly call 18001801551 if you have any queries related to agriculture.,AIF survey,Government Schemes,NA,AGRICULTURE,KERALA,3,5,2024
0   ,Others,2024-05-03T19:33:50.173,Others,KOLLAM,1058900,--Kindly call 18001801551 if you have any queries related to agriculture.,AIF survey,Government Schemes,NA,AGRICULTURE,KERALA,3,5,2024
0   ,Others,2024-05-04T09:14:33.903,Others,KOLLAM,1061819,Kindly call 18001801551 if you have any queries related to agriculture.,"AIF survey
",Government Schemes,NA,AGRICULTURE,KERALA,4,5,2024
MUKHATHALA,Others,2024-05-04T18:55:36.097,Others,KOLLAM,1066360,Kindly contact Kisan Call Centre 18001801551 if you have any queries related to agriculture,incomplete call,Training and Exposure Visits,NA,AGRICULTURE,KERALA,4,5,2024
MUKHATHALA,Others,2024-05-05T17:48:40.8,Others,KOLLAM,1068453,irrelevant call,irrelevant call,Government Schemes,NA,AGRICULTURE,KERALA,5,5,2024
MUKHATHALA,Others,2024-05-05T19:47:48.53,Others,KOLLAM,1068461,irrelevant call,irrelevant call,Government Schemes,NA,AGRICULTURE,KERALA,5,5,2024
CHADAYAMANGALAM,Others,2024-05-06T14:53:12.933,Others,KOLLAM,1074160,Kindly call 18001801551 if you have any queries related to agriculture.,AIF survey,Government Schemes,NA,AGRICULTURE,KERALA,6,5,2024
MUKHATHALA,Others,2024-05-06T19:14:13.45,Others,KOLLAM,1073924,DONT'T MISUSE THIS TOLL FREE,WRONG PARTY,Training and Exposure Visits,NA,AGRICULTURE,KERALA,6,5,2024
MUKHATHALA,Others,2024-05-06T20:28:54.15,Others,KOLLAM,1079500,WRONG CALL,WRONG CALL,Training and Exposure Visits,NA,AGRICULTURE,KERALA,6,5,2024
0   ,Others,2024-05-07T12:25:19.403,Others,KOLLAM,1082047,"Thankyou for your response
","AIF survey
",Government Schemes,NA,AGRICULTURE,KERALA,7,5,2024
0   ,Others,2024-05-07T15:01:40.407,Others,KOLLAM,1082184,--Kindly call 18001801551 if have any queries related to agriculture.,AIF SURVEY,Training and Exposure Visits,NA,AGRICULTURE,KERALA,7,5,2024
0   ,Others,2024-05-08T08:31:40.347,Others,KOLLAM,1090369,AIF survey,AIF survey,Government Schemes,NA,AGRICULTURE,KERALA,8,5,2024
0   ,Others,2024-05-08T14:56:52.067,Others,KOLLAM,1090422,"Thank you for your response
","AIF survey
",Government Schemes,NA,AGRICULTURE,KERALA,8,5,2024
0   ,Plantation Crops,2024-05-08T18:30:32.21,Coconut,KOLLAM,1088794,"Recommended to apply Organic manure @ 25 kg/plant  every year. Open the coconut basin and apply Lime @ 1 kg has to be applied in acid soils two weeks before of fertilizer application.The first split has to be applied in April-June. The dosage is 500 gram urea, 750 gram raj  phos, 1  kg Potash per palm respectively. After 2 weeks apply 50 g borax. The second dose has to apply in September-October and the dosage is 500 gram urea, 750 gram raj phos, 1kg Potash per palm respectively. After 2 weeks apply 50 g borax.",Asked about the nutrient deficiency in coconut.,Nutrient Management,NA,HORTICULTURE,KERALA,8,5,2024
0   ,Others,2024-05-09T12:08:52.073,Others,KOLLAM,1098777,"Thankyou for your response
","AIF survey
",Government Schemes,NA,AGRICULTURE,KERALA,9,5,2024
SASTHAMCOTTAH,Others,2024-05-09T13:16:12.96,Others,KOLLAM,1098712,"Suggested to contact SFAC Kerala Project manager ,Smt.Asha Raj,Mob: 93834 70282
 Karshika vivara sanketham, Toll Free No: 1800-425-1661
Jomy Jacob,Mob:93834 70281,Project leader

",Asked about fpo registration,Government Schemes,NA,AGRICULTURE,KERALA,9,5,2024
KARUNAGAPPALLY,Others,2024-05-09T14:10:13.28,Others,KOLLAM,1098807,Kindly call 18001801551 if you have any queries related to agriculture.,INCOMPLETE CALL,Training and Exposure Visits,NA,AGRICULTURE,KERALA,9,5,2024
0   ,Others,2024-05-09T17:27:03.317,Others,KOLLAM,1098845,--Kindly call 18001801551 if you have any queries related to agriculture.,"AIF survey
",Government Schemes,NA,AGRICULTURE,KERALA,9,5,2024
0   ,Others,2024-05-10T09:11:12.517,Others,KOLLAM,1106317,Kindly call 18001801551 if you have any queries related to agriculture.,incomplete call,Training and Exposure Visits,NA,AGRICULTURE,KERALA,10,5,2024
0   ,Others,2024-05-11T10:19:07.63,Others,KOLLAM,1113438,"Thankyou for your response
","AIF survey
",Government Schemes,NA,AGRICULTURE,KERALA,11,5,2024
0   ,Others,2024-05-12T10:16:22.373,Others,KOLLAM,1121569,"Thankyou for your response
Kindly call 18001801551 if you have any queries related to agriculture.",AIF SURVEY,Training and Exposure Visits,NA,AGRICULTURE,KERALA,12,5,2024
0   ,Others,2024-05-12T15:03:32.173,Others,KOLLAM,1121595,--Kindly call 18001801551 if you have any queries related to agriculture.,AIF survey,Government Schemes,NA,AGRICULTURE,KERALA,12,5,2024
0   ,Others,2024-05-14T17:08:34.253,Others,KOLLAM,1136425,Thank you for your response,"AIF survey
",Government Schemes,NA,AGRICULTURE,KERALA,14,5,2024
ITHIKKARA,Others,2024-05-16T09:16:09.51,Others,KOLLAM,1151124,"Suggested that there is no official announcement about 17th installment
","Asked query related to PM KISAN
",Government Schemes,NA,AGRICULTURE,KERALA,16,5,2024
0   ,Others,2024-05-18T12:14:03.717,Others,KOLLAM,1164894,"Thankyou for your response
",AIF survey,Government Schemes,NA,AGRICULTURE,KERALA,18,5,2024
0   ,Others,2024-05-20T10:03:17.84,Others,KOLLAM,1177347,Kindly call 18001801551 if have any queries related to agriculture.,Blank call,Training and Exposure Visits,NA,AGRICULTURE,KERALA,20,5,2024
0   ,Others,2024-05-20T13:34:48.697,Others,KOLLAM,1177343,Kindly call 18001801551 if have any queries related to agriculture.,Irrelevant call,Training and Exposure Visits,NA,AGRICULTURE,KERALA,20,5,2024
CHADAYAMANGALAM,Others,2024-05-21T13:04:18.36,Others,KOLLAM,1183921,Kindly call 18001801551 if have any queries related to agriculture.,Blank call,Training and Exposure Visits,NA,AGRICULTURE,KERALA,21,5,2024
0   ,Others,2024-05-22T12:57:44.457,Others,KOLLAM,1190644,Kindly call 18001801551 if have any queries related to agriculture.,Irrelevant call,Training and Exposure Visits,NA,AGRICULTURE,KERALA,22,5,2024
MUKHATHALA,Others,2024-05-25T17:08:13.827,Others,KOLLAM,1209642,Suggested to contact - 0471 2304481,Asked about the free electricity scheme.,Government Schemes,NA,AGRICULTURE,KERALA,25,5,2024
VETTIKKAVALA,Others,2024-05-30T13:48:45.17,Others,KOLLAM,1232403,Kindly wait for further installments,"Asked query related to PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,30,5,2024
MUKHATHALA,Others,2024-05-30T20:39:01.463,Others,KOLLAM,1235120,Responded that unable to check the beneficiary status due to technical issues. Call later.,"Asked to check beneficiary status in PM Kisan Samman Nidhi scheme.
",Government Schemes,NA,AGRICULTURE,KERALA,30,5,2024
MELDAY,Others,2024-06-01T12:38:02.823,Others,KOZHIKODE,1247392,Suggested that there is no official information regarding 17th installment of PM Kisan,Asked about 17th installment of PM Kisan Samman Nidhi scheme,Government Schemes,NA,AGRICULTURE,KERALA,1,6,2024
0   ,Others,2024-06-05T13:26:22.557,Others,KOZHIKODE,1273737,Thank you for your response,AIF SURVEY,Government Schemes,NA,AGRICULTURE,KERALA,5,6,2024
0   ,Others,2024-06-05T13:50:09.71,Others,KOZHIKODE,1273728,Kindly call 18001801551 if have any queries related to agriculture.,Blank call,Training and Exposure Visits,NA,AGRICULTURE,KERALA,5,6,2024
THUNERI,Others,2024-06-05T19:41:42.783,Others,KOZHIKODE,1278052,"Suggested to bring 2018-2019 land tax receipt,2024 land tax receipt,ration card,aadhar card,phone number,bank passbook copy of indian postment bank or any other bank to nearest akshaya center.","Asked query related to PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,5,6,2024
BALUSSERI,Condiments and Spices,2024-06-06T09:29:15.807,Nutmeg,KOZHIKODE,1281119, average yield of nutmeg -A tree of 15 years and above will yield about 1000 - 2000 or more fruits,Asked about average yield of nutmeg in kerala,Cultural Practices,NA,HORTICULTURE,KERALA,6,6,2024
KOZHIKODE,Plantation Crops,2024-06-07T11:05:15.033,Teak,KOZHIKODE,1288738,Apply 220g 18:9:18 NPK fertilizer per plant per year for teak,Asked about nutrient management for teak,Nutrient Management,NA,HORTICULTURE,KERALA,7,6,2024
PANTHALAYANI,Others,2024-06-08T10:23:10.31,Others,KOZHIKODE,1297479,Kindly check bank account statement for credit details,"Asked about not crediting 16th installment of PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,8,6,2024
0   ,Others,2024-06-08T10:49:05.63,Others,KOZHIKODE,1297506,Kindly call 18001801551 if have any queries related to agriculture.,Blank call,Training and Exposure Visits,NA,AGRICULTURE,KERALA,8,6,2024
PANTHALAYANI,Plantation Crops,2024-06-09T09:45:40.853,Arecanut,KOZHIKODE,1305560,"Suggested to apply cow dung , ash and bone meal",Asked about nutrient management in areca nut,Nutrient Management,NA,HORTICULTURE,KERALA,9,6,2024
KUNNUMMAL,Others,2024-06-10T13:22:05.743,Others,KOZHIKODE,1313934,"Suggested to call later as PM Kisan official site is not available to check beneficiary status.
",Asked query related to PM Kisan,Government Schemes,NA,AGRICULTURE,KERALA,10,6,2024
MELDAY,Others,2024-06-10T14:56:23.75,Others,KOZHIKODE,1313892,Kindly call 18001801551 if you have any queries related to agriculture.,INCOMPLETE CALL,Government Schemes,NA,AGRICULTURE,KERALA,10,6,2024
CHELANNUR,Others,2024-06-11T21:32:31.727,Others,KOZHIKODE,1332749,The release date of PM KISAN 17th installment is not yet announced by the government,Asked about the 17th installment of PM Kisan Samman Nidhi scheme,Government Schemes,NA,AGRICULTURE,KERALA,11,6,2024
CHELANNUR,Others,2024-06-12T12:07:33.037,Others,KOZHIKODE,1336612,Kindly call 18001801551 if have any queries related to agriculture.,Blank call,Training and Exposure Visits,NA,AGRICULTURE,KERALA,12,6,2024
PERAMBRA,Others,2024-06-12T14:53:08.133,Others,KOZHIKODE,1336614,"Suggested to call later as PM Kisan official site is not available to check beneficiary status.
","Asked to check beneficiary status in PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,12,6,2024
CHELANNUR,Others,2024-06-13T11:59:32.97,Others,KOZHIKODE,1348455,"Suggested to wait for further installments.
","Asked about the 17th installment of PM Kisan Samman Nidhi scheme
",Training and Exposure Visits,NA,AGRICULTURE,KERALA,13,6,2024
KODUVALLY,Plantation Crops,2024-06-13T16:31:02.207,Coconut,KOZHIKODE,1348518,Spray 1% Bordeaux mixture,Asked about management of fruit rot in coconut,	Plant Protection	,NA,HORTICULTURE,KERALA,13,6,2024
PERAMBRA,Others,2024-06-14T13:55:18.57,Others,KOZHIKODE,1360093,"Unable to check the beneficiary status due to server issues. Kindly call again later. 
","Asked about not crediting installments of PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,14,6,2024
KUNNAMANGALAM,Others,2024-06-14T16:24:31.737,Others,KOZHIKODE,1360105,"Responded that unable to check the beneficiary status due to technical issues. Call later.
Registration number - KL212922017",Asked query related to PM Kisan Samman Nidhi scheme,Government Schemes,NA,AGRICULTURE,KERALA,14,6,2024
KOZHIKODE,Vegetables,2024-06-15T18:20:32.763,Cowpea (Vegetable),KOZHIKODE,1371346,"1%Bordeux mixture(100 l)-dissolve 1 kg powdered cus04 in 50 l water.dissolve 1 kg lime in 50 l water in another vessel.pour cus04 solution to lime solution and mix well.
use wooden vessel or mudvessel.
",Asked about the preparation of Bordeux mixture,	Plant Protection	,NA,HORTICULTURE,KERALA,15,6,2024
0   ,Others,2024-06-16T13:46:41.63,Others,KOZHIKODE,1382706,AIF survey,"AIF survey
",Government Schemes,NA,AGRICULTURE,KERALA,16,6,2024
PERAMBRA,Fruits,2024-06-16T18:05:32.967,Jack Fruit,KOZHIKODE,1382708,A plant grown from a seed taken from a budded mother does not necessarily exhibit identical properties.,The question asks about a jackfruit variety that maintains the same quality as the mother plant when grown from seed.,Cultural Practices,NA,HORTICULTURE,KERALA,16,6,2024
VADAKARA,Others,2024-06-17T13:17:49.837,Others,KOZHIKODE,1394214,Call later with OTP,"Asked about the PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,17,6,2024
KUNNAMANGALAM,Others,2024-06-18T15:58:00.58,Others,KOZHIKODE,1409789,"Suggested to contact PM-Kisan Helpline No. 155261 / 011-24300606.
","Asked about the PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,18,6,2024
BALUSSERI,Others,2024-06-18T17:30:02.237,Others,KOZHIKODE,1409720,suggested that 17 th installment will credit soon,"Asked about the PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,18,6,2024
0   ,Others,2024-06-18T18:03:59.33,Others,KOZHIKODE,1409792,Kindly call 18001801551 if you have any queries related to agriculture.,enquiry call,Training and Exposure Visits,NA,AGRICULTURE,KERALA,18,6,2024
VADAKARA,Others,2024-06-18T20:44:10.993,Others,KOZHIKODE,1409754,suggested to call again with OTP,"Asked about the PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,18,6,2024
BALUSSERI,Others,2024-06-19T10:34:30.977,Others,KOZHIKODE,1428826,"PMKISAN 17th installment will be credited soon
","Asked query related to PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,19,6,2024
0   ,Others,2024-06-19T13:01:17.447,Others,KOZHIKODE,1428838,Kindly call 18001801551 if you have any queries related to agriculture.,incomplete call,Training and Exposure Visits,NA,AGRICULTURE,KERALA,19,6,2024
KUNNAMANGALAM,Others,2024-06-19T13:01:18.61,Others,KOZHIKODE,1428844,Suggested to apply Ant killer ,Asked about control of Ants,	Plant Protection	,NA,AGRICULTURE,KERALA,19,6,2024
PERAMBRA,Others,2024-06-19T15:15:54.54,Others,KOZHIKODE,1428855,"Unable to check the beneficiary status due to server error. Kindly call again later
","Asked about 17th installment of PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,19,6,2024
MELDAY,Vegetables,2024-06-19T17:59:18.96,Cowpea (Vegetable),KOZHIKODE,1428894,Spray Beauveria bassiana @ 20g/L,Asked about management of fruit borer in cucumber,	Plant Protection	,NA,HORTICULTURE,KERALA,19,6,2024
PERAMBRA,Others,2024-06-19T18:17:32.71,Others,KOZHIKODE,1428965,Suggested that the 2018 land tax receipt is required for new PM-KISAN registration.,Asked if the 2018 land tax receipt is needed for new PM-Kisan registration.,Government Schemes,NA,AGRICULTURE,KERALA,19,6,2024
